,job_title,adv_job_title,description_languages,description_tools,description_databases,description_softskills,description_experience,description_qualification
2905,senior data scientist,data scientist,"['sql', 'sql', 'r', 'python']","['bi', 'bi', 'tableau', 'looker']",[],"['teamwork', 'discipline', 'economics', 'analytics', 'communication', 'management', 'time management']",['3 year'],[]
2906,data scientist analytics trust safety,data science analyst,"['sql', 'r', 'python']",[],['hive'],"['analytics', 'responsibility', 'creativity', 'discipline', 'economics', 'mathematics', 'communication', 'computer science', 'data modeling']",['2+ year'],[]
2907,data scientist product analytics,data science analyst,"['python', 'r']",['spark'],['hive'],"['customer', 'communication', 'analytics', 'organization', 'analytics', 'analytics', 'innovation', 'presentation', 'management', 'mathematics', 'analytics', 'experimentation', 'computer science']",[],[]
2908,senior data scientist,data scientist,"['c++', 'python', 'scala', 'r', 'python', 'sql']",['panda'],[],"['responsibility', 'accuracy', 'accuracy', 'mining', 'mathematics', 'discipline', 'data modeling', 'data mining', 'computer science']",['2+ year'],['phd']
2909,data scientist deep learning,data scientist,"['python', 'python']",[],[],"['responsibility', 'communication', 'management', 'collaboration', 'management', 'written communication']",['2 year'],"['phd', 'master degree']"
2910,statistical scientist,data scientist,"['c++', 'sql', 'python']",[],[],"['discipline', 'responsibility', 'management', 'communication', 'mining', 'reliability', 'management', 'data mining']",['two year'],"['phd', 'phd']"
2911,data scientist trust safety law enforcement,data scientist,['sql'],"['spark', 'splunk']",[],"['commitment', 'customer', 'customer', 'customer', 'commitment', 'customer', 'analytics', 'responsibility', 'communication', 'confidence', 'leadership', 'verbal communication', 'team work']",[],[]
2912,senior data scientist,data scientist,"['ml', 'python', 'python', 'sql', 'ml', 'ml', 'ml']",['spark'],[],"['responsibility', 'leadership', 'management', 'creativity', 'experimentation', 'innovation', 'innovation', 'organization', 'computer science', 'decision making']",['10 year'],"['phd', 'master degree']"
2913,data scientist networking,data scientist,"['python', 'java', 'r', 'scala', 'c++']",[],[],"['networking', 'responsibility', 'networking', 'networking', 'networking', 'networking', 'networking', 'networking', 'networking', 'networking', 'mathematics', 'networking', 'networking', 'networking', 'communication', 'computer science', 'electrical engineering', 'written communication']",[],"['bachelor', 'phd', 'bachelor degree']"
2914,parttime instructor data science,data scientist,[],[],[],['communication'],['3 year'],['bachelor']
2915,senior data scientist,data scientist,[],[],[],"['analytics', 'analytics', 'presentation']",[],[]
2916,machine learning scientist,data scientist,['python'],[],[],"['customer', 'management', 'customer', 'discipline', 'collaboration', 'responsibility', 'organization', 'coordination', 'communication', 'computer science']",['3 year'],['master degree']
2917,data engineer,data engineer,"['sql', 'python', 'sql', 'xml']",['spark'],"['azure', 'aws', 'azure', 'redshift']","['customer', 'analytics', 'analytics', 'organization', 'analytics', 'analytics', 'discipline', 'management', 'management', 'presentation', 'communication', 'computer science', 'data modeling', 'problem solving', 'verbal communication']","['3+ year', '3+ year', '1+ year']",['bachelor']
2918,data analyst,data analyst,[],[],[],"['computer science', 'system analysis']",[],"['bachelor', 'bachelor degree']"
2919,lead data scientist,data scientist,"['r', 'python', 'sql', 'sql']",['google analytics'],['aws'],"['responsibility', 'mining', 'analytics', 'customer', 'communication', 'data mining']","['5+ year', '5+ year', '3+ year']",['phd']
2920,machine learning engineer,data engineer,"['ml', 'ml', 'ml', 'ml', 'c']",[],[],['computer science'],['2+ year'],['phd']
2921,diagnostic research scientist,data scientist,[],[],[],[],['2+ year'],['bachelor']
2922,system verification scientist iii,data scientist,['r'],[],[],"['management', 'customer', 'responsibility', 'customer', 'communication', 'customer', 'planning', 'customer', 'communication', 'discipline', 'problem solving', 'problem solving', 'problem solving', 'oral communication']","['2 year', '2 year', '2 year']","['bachelor', 'phd', 'bachelor degree']"
2923,big data engineer,data engineer,"['python', 'java', 'java', 'c', 'perl', 'javascript']","['spark', 'spark']","['pig', 'hive', 'hive']","['analytics', 'customer', 'responsibility', 'computer science', 'data cleaning']","['7 year', '5 year', '5 year', '5 year']",['bachelor']
2924,data scientist spg system engineering,data scientist,"['python', 'c++', 'c']",['spark'],[],"['accuracy', 'mathematics', 'analytics', 'communication', 'verbal communication']",['3+ year'],['phd']
2925,data scientist early career,data scientist,"['c++', 'c', 'java', 'python', 'r']",[],[],"['management', 'mining', 'management', 'management', 'creativity', 'commitment', 'communication', 'data mining', 'computer science', 'written communication']",[],['bachelor']
2927,associate scientist ii scientist i,data scientist,[],['excel'],[],"['responsibility', 'teamwork']","['5 year', '2 year']","['bachelor', 'bachelor', 'phd', 'bachelor degree', 'master degree']"
2928,data analyst,data analyst,"['sql', 'python', 'sql', 'python']","['spark', 'oracle', 'oracle', 'business intelligence']","['aws', 'oracle', 'aws', 'oracle', 'aws']","['analytics', 'creativity', 'responsibility', 'team work']","['5+ year', '2+ year', '2+ year', '5+ year', '2+ year', '2+ year']",[]
2930,data scientist iii,data scientist,"['r', 'sql', 'php', 'python']",[],[],"['responsibility', 'mining', 'customer', 'analytics', 'discipline', 'discipline', 'leadership', 'customer', 'data mining', 'problem solving', 'team work']",['7 year'],"['bachelor', 'bachelor degree']"
2931,data scientist – product analytics,data science analyst,"['sql', 'sql']","['excel', 'excel']",[],"['commitment', 'customer', 'analytics', 'responsibility', 'leadership', 'presentation', 'kpis', 'analytics', 'economics', 'organization', 'decision making', 'problem solving']",['4+ year'],['bachelor']
2932,data engineer scientist,data scientist,"['c++', 'java', 'scala', 'python']",['spark'],[],"['customer', 'customer', 'communication', 'mathematics', 'data modeling', 'computer science']",[],['phd']
2933,staff bi data engineer,data engineer,"['sql', 'python', 'sql', 'python', 'shell']","['bi', 'bi', 'tableau', 'bi', 'tableau', 'bi', 'tableau', 'spark', 'business intelligence']","['redshift', 'amazon redshift']","['analytics', 'customer', 'analytics', 'customer', 'analytics', 'responsibility', 'customer', 'customer', 'planning', 'responsibility', 'mathematics', 'analytics', 'analytics', 'communication', 'organization', 'decision making', 'computer science', 'verbal communication']",['3 year'],['bachelor']
2934,people analytics data scientist,data science analyst,"['r', 'python', 'sql']","['tableau', 'bi', 'excel', 'business intelligence']",['hive'],"['customer', 'innovation', 'analytics', 'analytics', 'analytics', 'analytics', 'analytics', 'mining', 'leadership', 'customer', 'analytics', 'analytics', 'analytics', 'analytics', 'planning', 'presentation', 'analytics', 'discipline', 'management', 'analytics', 'analytics', 'mining', 'communication', 'responsibility', 'analytics', 'analytics', 'management', 'business acumen', 'decision making', 'decision making', 'decision making', 'data mining', 'decision making', 'decision making', 'computer science', 'data mining', 'critical thinking', 'business acumen', 'project management']",['3+ year'],[]
2935,ai scientist,data scientist,"['ml', 'sql']","['apache', 'spark']",[],"['customer', 'management', 'communication', 'creativity', 'computer science', 'problem solving', 'verbal communication']",['1+ year'],['phd']
2936,data scientist sbg,data scientist,"['sql', 'python', 'r', 'r', 'python', 'sql', 'python']",['panda'],[],"['customer', 'customer', 'customer', 'customer', 'responsibility', 'customer', 'discipline', 'economics', 'analytics', 'organization', 'communication', 'presentation', 'discipline', 'economics', 'decision making', 'computer science', 'computer science']",['2+ year'],[]
2937,senior data scientist san jose austin,data scientist,"['python', 'sql']","['panda', 'numpy', 'spark', 'spark']","['aws', 'hive']","['customer', 'customer', 'flexibility', 'responsibility', 'organization', 'analytics', 'responsibility', 'analytics', 'analytics']",['5 year'],['bachelor']
2938,cloud data engineer internship remote,data engineer,"['ml', 'python', 'r', 'sql']",['business intelligence'],"['aws', 'azure']","['analytics', 'analytics', 'communication', 'problem solving', 'critical thinking', 'written communication']",[],[]
2939,smart platform lab data scientist,data scientist,"['r', 'sql', 'sql', 'sql']","['numpy', 'spark']","['hive', 'pig', 'mongodb', 'cassandra', 'cassandra', 'mongodb', 'couchdb', 'aws', 'azure', 'hive', 'impala']","['organization', 'mining', 'mining', 'data mining', 'data mining']","['5 year', '5 year', '5 year', '5 year', '5 year', '5 year', '5 year', '5 year']",[]
2940,applied data scientist,data scientist,"['c', 'python']",['spark'],[],"['analytics', 'analytics', 'communication']",['5 year'],['phd']
2941,sr data software engineer,data engineer,"['java', 'scala', 'python']",['spark'],[],"['analytics', 'analytics', 'organization', 'innovation', 'responsibility', 'presentation', 'discipline', 'decision making', 'computer science', 'computer science', 'problem solving']",['5+ year'],[]
2942,senior data analyst,data analyst,"['sql', 'python']","['excel', 'business intelligence']",[],"['confidence', 'organization', 'organization', 'analytics', 'confidence', 'responsibility', 'leadership', 'presentation', 'leadership', 'experimentation', 'planning', 'management', 'analytics', 'experimentation', 'confidence', 'curiosity', 'decision making', 'decision making']",['5 year'],[]
2943,machine learning engineer plannerbehavior prediction,data engineer,"['c++', 'python', 'c']",[],[],"['planning', 'planning', 'decision making']",[],['phd']
2944,data analyst,data analyst,"['sql', 'sql', 'java', 'sql', 'sql', 'sql', 'java']",[],[],['communication'],[],[]
2945,senior manager data analytics insight,data analyst,"['python', 'r', 'sql']","['spark', 'tableau', 'google analytics']","['hive', 'pig']","['leadership', 'mentorship', 'storytelling', 'analytics', 'empathy', 'leadership', 'analytics', 'analytics', 'analytics', 'leadership', 'management', 'analytics', 'experimentation', 'analytics', 'customer', 'business acumen', 'computer science']","['5+ year', '2+ year']",[]
2946,data science engineer,data scientist,[],['spark'],['elasticsearch'],"['customer', 'mining', 'data mining']",['1 year'],[]
2947,applied scientist,data scientist,['ml'],[],"['aws', 'aws']","['customer', 'mathematics', 'mining', 'communication', 'management', 'computer science', 'data mining', 'verbal communication']",['5+ year'],['phd']
2949,lead senior data scientist,data scientist,"['sql', 'r', 'python', 'java', 'scala']",['spark'],['aws'],"['empathy', 'collaboration', 'leadership', 'planning', 'confidence', 'leadership', 'mining', 'leadership', 'management', 'curiosity', 'decision making']",['10 year'],[]
2950,scientist i formulation,data scientist,[],[],[],"['management', 'organization', 'leadership', 'responsibility', 'flexibility', 'time management', 'problem solving', 'technical writing', 'problem solving']","['1 year', '3 year']",[]
2951,stats cat founding statistician data scientist,data scientist,"['r', 'python', 'sql', 'ml']","['panda', 'spark']",[],"['customer', 'discipline', 'mathematics', 'accuracy', 'leadership', 'communication', 'computer science', 'verbal communication']",['2 year'],['phd']
2953,data scientist operation data science,data scientist,"['r', 'python', 'sql']",[],[],"['analytics', 'planning', 'management', 'customer', 'collaboration', 'organization', 'reliability', 'innovation', 'management', 'responsibility', 'organization', 'analytics', 'industrial engineering', 'industrial engineering', 'problem solving', 'project management', 'customer service', 'decision making']","['2 year', '4 year']","['phd', 'master degree']"
2954,aiml machine learning engineer siri search,data engineer,"['ml', 'python', 'c', 'c++']",[],[],"['customer', 'customer', 'team building', 'problem solving']",[],['phd']
2955,machine learning scientist,data scientist,"['ml', 'ml', 'scala', 'c++', 'python', 'sql']",[],"['aws', 'mongo', 'cassandra']",[],"['5 year', '5 year']",['phd']
2956,machine learning engineer think tank team,data engineer,"['c++', 'python', 'ml', 'ml']",['panda'],[],"['creativity', 'flexibility', 'responsibility', 'discipline', 'electrical engineering', 'computer science']","['one year', '2 year']",['phd']
2957,scientist,data scientist,[],[],[],"['responsibility', 'leadership', 'commitment', 'professionalism', 'management', 'communication', 'presentation', 'project management']",['5 year'],['phd']
